Agreement #,IssuerID,Issuer Name,Issuer City,Issuer State,FFIEC Regulator,Agreement File Name,PDF Size,TXT Size,Effective Date,Agreement Description,CFPB Filename,ID,Status
5430,196,Citibank NA,Las Vegas,NV,OCC,FR006983704_Sears Charge PLUS Account Spanish Language,,,2011-12-31,SearsCharge PLUS Spanish Language,creditcardagreement_5430,FR006983704,Maintain
5431,196,Citibank NA,Las Vegas,NV,OCC,FR006983704_Shell Card,,,2011-12-31,Shell Card,creditcardagreement_5431,FR006983704,Maintain
5432,196,Citibank NA,Las Vegas,NV,OCC,FR006983704_Shell MasterCard,,,2011-12-31,Shell MasterCard,creditcardagreement_5432,FR006983704,Maintain
5433,196,Citibank NA,Las Vegas,NV,OCC,FR006983704_Staples Personal Credit Card,,,2011-12-31,Staples Personal Credit Card,creditcardagreement_5433,FR006983704,Maintain
5435,196,Citibank NA,Las Vegas,NV,OCC,FR006983704_The Children's Place Card,,,2011-12-31,The Childrens Place Card,creditcardagreement_5435,FR006983704,Maintain
5436,196,Citibank NA,Las Vegas,NV,OCC,FR006983704_The Children's Place Card Spanish Language,,,2011-12-31,The Childrens Place Card Spanish Language,creditcardagreement_5436,FR006983704,Maintain
5437,196,Citibank NA,Las Vegas,NV,OCC,FR006983704_The Home Depot Consumer Credit Card,,,2011-12-31,The Home Depot Consumer Credit Card,creditcardagreement_5437,FR006983704,Maintain
5438,196,Citibank NA,Las Vegas,NV,OCC,FR006983704_The Home Depot Consumer Credit Card Spanish Language,,,2011-12-31,The Home Depot Consumer Spanish Language,creditcardagreement_5438,FR006983704,Maintain
5439,196,Citibank NA,Las Vegas,NV,OCC,FR006983704_The Shack Credit Card,,,2011-12-31,The Shack Credit Card,creditcardagreement_5439,FR006983704,Maintain
5440,196,Citibank NA,Las Vegas,NV,OCC,FR006983704_Tractor Supply Company Personal Credit Card,,,2011-12-31,Tractor Supply Company Personal Credit Card,creditcardagreement_5440,FR006983704,Maintain
5442,196,Citibank NA,Las Vegas,NV,OCC,FR006983704_Zales Diamond -Gordon's Jewelers Creidt Acct Spanish Language,,,2011-12-31,Zales Diamond-Gordons Jewelers Spanish Language,creditcardagreement_5442,FR006983704,Maintain
5449,267,Credit Union 1 (Illinois),Rantoul,IL,NCUA,FR067402826__card A,,,2011-12-31,card A,creditcardagreement_5449,FR067402826,Maintain
5450,267,Credit Union 1 (Illinois),Rantoul,IL,NCUA,FR067402826__card B,,,2011-12-31,card B,creditcardagreement_5450,FR067402826,Maintain
5451,267,Credit Union 1 (Illinois),Rantoul,IL,NCUA,FR067402826__card C,,,2011-12-31,card C,creditcardagreement_5451,FR067402826,Maintain
5452,267,Credit Union 1 (Illinois),Rantoul,IL,NCUA,FR067402826__card D,,,2011-12-31,card D,creditcardagreement_5452,FR067402826,Maintain
5453,267,Credit Union 1 (Illinois),Rantoul,IL,NCUA,FR067402826__card E,,,2011-12-31,card E,creditcardagreement_5453,FR067402826,Maintain
5454,267,Credit Union 1 (Illinois),Rantoul,IL,NCUA,FR067402826__card F,,,2011-12-31,card F,creditcardagreement_5454,FR067402826,Maintain
5455,267,Credit Union 1 (Illinois),Rantoul,IL,NCUA,FR067402826__card G,,,2011-12-31,card G,creditcardagreement_5455,FR067402826,Maintain
5456,267,Credit Union 1 (Illinois),Rantoul,IL,NCUA,FR067402826__card H,,,2011-12-31,card H,creditcardagreement_5456,FR067402826,Maintain
5457,267,Credit Union 1 (Illinois),Rantoul,IL,NCUA,FR067402826__card I,,,2011-12-31,card I,creditcardagreement_5457,FR067402826,Maintain
5458,267,Credit Union 1 (Illinois),Rantoul,IL,NCUA,FR067402826__card J,,,2011-12-31,card J,creditcardagreement_5458,FR067402826,Maintain
5466,315,ESL Federal Credit Union,Rochester,NY,NCUA,FR079697397_Credit Card _Agreement A,,,2011-12-31,Credit Card _Agreement A,creditcardagreement_5466,FR079697397,Maintain
5469,310,First Command Bank,Fort Worth,TX,OCC,DUNS787064836_2,,,2011-12-31,Platinum / Classic Visa Agreement,creditcardagreement_5469,FR787064836,Maintain
5538,290,Polish and Slavic Federal Credit Union,Brooklyn,NY,NCUA,Visa Credit Card Agreement - (DNYGH3) - 10.12.11,,,2011-12-31,Agreement 1,creditcardagreement_5538,FR123364494,Maintain
5596,156,University of Kentucky Federal Credit Union,Lexington,KY,NCUA,623542990_Dec-2011 Agreement,,,2011-12-31,Dec 2011 Agreement,creditcardagreement_5596,FR623542990,Maintain
5704,121,iQ Credit Union,Vancouver,WA,NCUA,Visa Credit Card agreement and Regz Agreement,,,2011-12-31,Visa Credit Card agreement and Regz Agreement,creditcardagreement_5704,FR108120551,Maintain
5705,121,iQ Credit Union,Vancouver,WA,NCUA,Visa Platinum Credit Card agreement and-Regz disclosure,,,2011-12-31,Visa Platinum Credit Card agreement and-Regz disclosure,creditcardagreement_5705,FR108120551,Maintain
5722,147,Community First Credit Union,Appleton,WI,NCUA,m94522,,,2011-12-31,Community First Credit Union Credit Card,creditcardagreement_5722,FR832362487,Maintain
5758,366,Scotiabank de Puerto Rico,San Juan,PR,FDIC,Visa-Contrato-Eng 11-2011,,,2011-12-31,Visa English,creditcardagreement_5758,FR104099411,Maintain
5759,366,Scotiabank de Puerto Rico,San Juan,PR,FDIC,Visa-Contrato-Esp 11-2011,,,2011-12-31,Visa Espanol,creditcardagreement_5759,FR104099411,Maintain
5760,366,Scotiabank de Puerto Rico,San Juan,PR,FDIC,Master Card-Contrato-Eng 11-2011,,,2011-12-31,Master Card English,creditcardagreement_5760,FR104099411,Maintain
5761,366,Scotiabank de Puerto Rico,San Juan,PR,FDIC,Master Card-Contrato-Esp 11-2011,,,2011-12-31,Master Card Espanol,creditcardagreement_5761,FR104099411,Maintain
5764,366,Scotiabank de Puerto Rico,San Juan,PR,FDIC,Master Card Gold Eng,,,2011-12-31,Master Card Gold English,creditcardagreement_5764,FR104099411,Maintain
5765,366,Scotiabank de Puerto Rico,San Juan,PR,FDIC,Master Card Gold Esp,,,2011-12-31,Master Card Gold Espanol,creditcardagreement_5765,FR104099411,Maintain
5853,228,IBM Southeast Employees' Federal Credit Union,Boca Raton,FL,NCUA,Credit Card Agreement,,,2011-12-31,Credit Card Agreement,creditcardagreement_5853,FR080192883,Maintain
5858,228,IBM Southeast Employees' Federal Credit Union,Boca Raton,FL,NCUA,Privacy Disclosure,,,2011-12-31,Privacy Disclosure,creditcardagreement_5858,FR080192883,Maintain
5872,131,University of Iowa Community Credit Union,Iowa City,IA,NCUA,Cardholder Agreement_8.11,,,2011-12-31,Cardholder Agreement,creditcardagreement_5872,FR098728454,Maintain
5878,346,Westerra Credit Union,Denver,CO,NCUA,BusinessCreditCardAgreement,,,2011-12-31,BusinessCreditCardAgreement,creditcardagreement_5878,FR106338015,Maintain
5893,429,Talbots Classics National Bank,Lincoln,RI,OCC,19397892_1,,,2011-12-31,Agreement 1,creditcardagreement_5893,FR787347678,Maintain
5894,34,Premier Members Federal Credit Union,Boulder,CO,NCUA,21,,,2011-12-31,Agreement 21,creditcardagreement_5894,FR014054266,Maintain
5895,34,Premier Members Federal Credit Union,Boulder,CO,NCUA,23,,,2011-12-31,Agreement 23,creditcardagreement_5895,FR014054266,Maintain
5896,34,Premier Members Federal Credit Union,Boulder,CO,NCUA,24,,,2011-12-31,Agreement 24,creditcardagreement_5896,FR014054266,Maintain
5897,34,Premier Members Federal Credit Union,Boulder,CO,NCUA,25,,,2011-12-31,Agreement 25,creditcardagreement_5897,FR014054266,Maintain
5898,34,Premier Members Federal Credit Union,Boulder,CO,NCUA,26,,,2011-12-31,Agreement 26,creditcardagreement_5898,FR014054266,Maintain
5899,34,Premier Members Federal Credit Union,Boulder,CO,NCUA,31,,,2011-12-31,Agreement 31,creditcardagreement_5899,FR014054266,Maintain
5900,34,Premier Members Federal Credit Union,Boulder,CO,NCUA,33,,,2011-12-31,Agreement 33,creditcardagreement_5900,FR014054266,Maintain
5901,34,Premier Members Federal Credit Union,Boulder,CO,NCUA,34,,,2011-12-31,Agreement 34,creditcardagreement_5901,FR014054266,Maintain
5902,34,Premier Members Federal Credit Union,Boulder,CO,NCUA,35,,,2011-12-31,Agreement 35,creditcardagreement_5902,FR014054266,Maintain
5903,34,Premier Members Federal Credit Union,Boulder,CO,NCUA,36,,,2011-12-31,Agreement 36,creditcardagreement_5903,FR014054266,Maintain
5908,185,IH Mississippi Valley Credit Union,Moline,IL,NCUA,fR054170204_20120101_IHMCVU Consumer Agreement G12275 Dec 2011,,,2011-12-31,IHMVCU Consumer Agreement G12278 Dec 2011,creditcardagreement_5908,FR054170204,Maintain
5933,157,Sharonview Federal Credit Union,Fort Mill,SC,NCUA,FR093334514_MCPlatinum_Promo2011,,,2011-12-31,MasterCard Platinum Promo 2011,creditcardagreement_5933,FR093334514,Maintain
5934,157,Sharonview Federal Credit Union,Fort Mill,SC,NCUA,FR093334515_VisaPlatinum_Promo2011,,,2011-12-31,Visa Platinum Promo 2011,creditcardagreement_5934,FR093334514,Maintain
5935,433,Altura Credit Union,Riverside,CA,NCUA,DUNSnumber_Altura_CC_Agreement,,,2012-03-31,Altura_CC_Agreement,creditcardagreement_5935,FR081818973,Maintain
5936,432,America First Federal Credit Union (Utah),Riverdale,UT,NCUA,234062_AFC0535,,,2012-03-31,234062_AFC0535,creditcardagreement_5936,FR025550901,Maintain
6001,373,Anheuser Busch Employees' Credit Union,Saint Louis,MO,NCUA,FR060568953_Preferred Points Platinum Q1 2012,,,2012-03-31,Preferred Points Platinum,creditcardagreement_6001,FR060568953,Maintain
6007,352,Banco Popular de Puerto Rico,San Juan,PR,FRS,FR090272576_University of Puerto Rico,,,2012-03-31,University of Puerto Rico,creditcardagreement_6007,FR090272576,Maintain
6073,196,Citibank NA,Las Vegas,NV,OCC,FR006983704_CitibankNA4 (2),,,2012-03-31,Agreement 4,creditcardagreement_6073,FR006983704,Maintain
6074,196,Citibank NA,Las Vegas,NV,OCC,FR006983704_CitibankNA6 (2),,,2012-03-31,Agreement 6,creditcardagreement_6074,FR006983704,Maintain
6077,196,Citibank NA,Las Vegas,NV,OCC,FR006983704_Home Furnishings,,,2012-03-31,Home Furnishings,creditcardagreement_6077,FR006983704,Maintain
6078,116,Clearview FCU,Moon Twp,PA,NCUA,DUNSnumber_ClearviewVariable,,,2012-03-31,ClearviewVariable,creditcardagreement_6078,FR027174683,Maintain
6100,316,Educational Community Credit Union,Kalamazoo,MI,NCUA,Classic Card Schumer Box 2012,,,2012-03-31,Classic Card Schumer Box 2012,creditcardagreement_6100,FR108078197,Maintain
6101,316,Educational Community Credit Union,Kalamazoo,MI,NCUA,Classic Credit Card Agreement 2012,,,2012-03-31,Classic Credit Card Agreement 2012,creditcardagreement_6101,FR108078197,Maintain
6102,316,Educational Community Credit Union,Kalamazoo,MI,NCUA,Platinum Card Agreement 2012,,,2012-03-31,Platinum Card Agreement 2012,creditcardagreement_6102,FR108078197,Maintain
6103,316,Educational Community Credit Union,Kalamazoo,MI,NCUA,Platinum Schumer Box 2012,,,2012-03-31,Platinum Schumer Box 2012,creditcardagreement_6103,FR108078197,Maintain
6134,94,First National Bank of Edinburg,Edinburg,TX,OCC,036321958_VSL-001,,,2012-03-31,FNB Reserve Card 1,creditcardagreement_6134,FR036321958,Maintain
6135,94,First National Bank of Edinburg,Edinburg,TX,OCC,036321958_VSL-002,,,2012-03-31,FNB Reserve Card 2,creditcardagreement_6135,FR036321958,Maintain
6198,295,HAPO Community Credit Union,Richland,WA,NCUA,081485195_2,,,2012-03-31,Agreement 2,creditcardagreement_6198,FR081485195,Maintain
6237,21,MECU of Baltimore Inc,Baltimore,MD,NCUA,VISA Agreement 2012,,,2012-03-31,VISA Agreement 2012,creditcardagreement_6237,FR074944935,Maintain
6245,436,New Mexico Educators Federal Credit Union,Albuquerque,NM,NCUA,New Mexico Educators Federal Credit Union - DUNS 06-969-1350 -Visa Disclosure 7 75 -addendum4-12,,,2012-03-31,Visa Disclosure 7 75 -addendum4-12,creditcardagreement_6245,FR069691350,Maintain
6246,436,New Mexico Educators Federal Credit Union,Albuquerque,NM,NCUA,New Mexico Educators Federal Credit Union - DUNS 06-969-1350 -Visa Disclosure 9 75 -addendum4-12,,,2012-03-31,Visa Disclosure 9 75 -addendum4-12,creditcardagreement_6246,FR069691350,Maintain
6247,436,New Mexico Educators Federal Credit Union,Albuquerque,NM,NCUA,New Mexico Educators Federal Credit Union - DUNS 06-969-1350-Visa Agreement Disclosure (VAD1)4.12,,,2012-03-31,Visa Agreement Disclosure (VAD1)4.12,creditcardagreement_6247,FR069691350,Maintain
6248,436,New Mexico Educators Federal Credit Union,Albuquerque,NM,NCUA,New Mexico Educators Federal Credit Union - DUNS 06-969-1350-Visa Disclosure 5 75-addendum-4.12,,,2012-03-31,Visa Disclosure 5 75-addendum-4.12,creditcardagreement_6248,FR069691350,Maintain
6262,335,Provident Credit Union,Redwood Shores,CA,NCUA,M-104513_Visa_Variable_Nov2011,,,2012-03-31,"VISA Variable Credit Card Agreement, Overdraft Protection Agreement, and Truth In Lending Disclosure Statement (PDF)",creditcardagreement_6262,FR053240669,Maintain
6290,342,Summit Credit Union,Madison,WI,NCUA,Credit Card Agreement FRB 11-2011,,,2012-03-31,Credit Card Agreement,creditcardagreement_6290,FR106753341,Maintain
6306,388,Tulsa Teachers Credit Union,Tulsa,OK,NCUA,TTCU VISA,,,2012-03-31,Agreement 2,creditcardagreement_6306,FR098463284,Maintain
6315,156,University of Kentucky Federal Credit Union,Lexington,KY,NCUA,623542990_Mar-2012 Agreement,,,2012-03-31,Mar 2012 Agreement,creditcardagreement_6315,FR623542990,Maintain
6316,162,USAA Savings Bank,Las Vegas,NV,FDIC,FR062497453_USAA Agreement,,,2012-03-31,Agreement,creditcardagreement_6316,FR062497453,Maintain
6444,439,Advantis Credit Union,Portland,OR,NCUA,Advantis Credit Union-Visa Card Agreement,,,2012-06-30,Advantis Credit Union-Visa Card Agreement,creditcardagreement_6444,FR108062720,Maintain
6446,25,Altra Federal Credit Union,La Crosse,WI,NCUA,M-105772 WEB Consumer Plastic Insert Disclosure,,,2012-06-30,Consumer Credit Card Disclosure,creditcardagreement_6446,FR077630424,Maintain
6553,425,Campus USA Credit Union,Jonesville,FL,NCUA,080680341_Visa Platinum Childrens Miracle Network,,,2011-12-31,Visa Platinum Childrens Miracle Network,creditcardagreement_6553,FR080680341,Maintain
6554,425,Campus USA Credit Union,Jonesville,FL,NCUA,080680341_Visa Platinum Fixed Rate,,,2011-12-31,Visa Platinum Fixed Rate,creditcardagreement_6554,FR080680341,Maintain
6555,425,Campus USA Credit Union,Jonesville,FL,NCUA,080680341_Visa Platinum Variable Rate,,,2011-12-31,Visa Platinum Variable Rate,creditcardagreement_6555,FR080680341,Maintain
6631,11,DSRM National Bank,Albuquerque,NM,OCC,DSRM-Valero Acct open table T&C for cfpb-web 2011 01 v2 2012 0331 clean,,,2012-06-30,DSRM National Bank/Valero Credit Card,creditcardagreement_6631,FR166718259,Maintain
6666,102,First Federal Bank,Charleston,SC,FRS,FR073730137_Credit Card Disclosure,,,2012-06-30,Credit Card Disclosure,creditcardagreement_6666,FR073730137,Maintain
6667,102,First Federal Bank,Charleston,SC,FRS,FR073730137_Disclosure CashBack,,,2012-06-30,Disclosure CashBack,creditcardagreement_6667,FR073730137,Maintain
6668,102,First Federal Bank,Charleston,SC,FRS,FR073730137_Gold Disclosure,,,2012-06-30,Gold Disclosure,creditcardagreement_6668,FR073730137,Maintain
6669,102,First Federal Bank,Charleston,SC,FRS,FR073730137_platinum,,,2012-06-30,platinum,creditcardagreement_6669,FR073730137,Maintain
6710,322,First Tennessee Bank National Association,Memphis,TN,OCC,FR050239979_ClassicPlatinum,,,2012-06-30,ClassicPlatinum,creditcardagreement_6710,FR050239979,Maintain
6711,322,First Tennessee Bank National Association,Memphis,TN,OCC,FR050239979_FirstTravel,,,2012-06-30,FirstTravel,creditcardagreement_6711,FR050239979,Maintain
6714,419,Florida Credit Union,Gainesville,FL,NCUA,Fresh Start,,,2012-06-30,Fresh Start,creditcardagreement_6714,FR080680127,Maintain
6715,419,Florida Credit Union,Gainesville,FL,NCUA,Indirect,,,2012-06-30,Indirect,creditcardagreement_6715,FR080680127,Maintain
6716,419,Florida Credit Union,Gainesville,FL,NCUA,Platinum Rate,,,2012-06-30,Platinum Rate,creditcardagreement_6716,FR080680127,Maintain
6717,419,Florida Credit Union,Gainesville,FL,NCUA,Platinum Rewards,,,2012-06-30,Platinum Rewards,creditcardagreement_6717,FR080680127,Maintain
6718,419,Florida Credit Union,Gainesville,FL,NCUA,Indirect Promo,,,2012-06-30,Indirect Promo,creditcardagreement_6718,FR080680127,Maintain
6719,419,Florida Credit Union,Gainesville,FL,NCUA,Balance Transfer Promo,,,2012-06-30,Balance Transfer Promo,creditcardagreement_6719,FR080680127,Maintain
6777,214,KEMBA Financial Credit Union (Gahanna),Gahanna,OH,NCUA,FR082733551_MasterCard Platinum Fixed 2012-QII,,,2012-06-30,MasterCard Platinum Fixed,creditcardagreement_6777,FR082733551,Maintain
6778,214,KEMBA Financial Credit Union (Gahanna),Gahanna,OH,NCUA,FR082733551_VISA Platinum Variable 2012-QII,,,2012-06-30,Visa Platinum Variable,creditcardagreement_6778,FR082733551,Maintain
6779,281,Los Angeles Federal Credit Union,Glendale,CA,NCUA,LAFederalCU-CC_Fixed_Discl_081412,,,2012-06-30,LAFederalCU-CC_Fixed_Discl_081412,creditcardagreement_6779,FR076941418,Maintain
6780,281,Los Angeles Federal Credit Union,Glendale,CA,NCUA,LAFederalCU-CC_Var_Discl_081412,,,2012-06-30,LAFederalCU-CC_Var_Discl_081412,creditcardagreement_6780,FR076941418,Maintain
6792,48,MIDFLORIDA Credit Union,Lakeland,FL,NCUA,081944589_Secured VISA Card,,,2012-06-30,MIDFLORIDA Credit Union Secured VISA Credit Card Agreement,creditcardagreement_6792,FR081944589,Maintain
6795,438,Oak Ridge National Laboratory Federal Credit Union,Oak Ridge,TN,NCUA,ORNL Credit Card Agreement,,,2012-06-30,Credit Card Agreement ,creditcardagreement_6795,FR139248368,Maintain
6818,358,Rogers Enterprises,Park Forest,IL,NA,FR059443614_A and O 0412,,,2012-06-30,Ashcroft & Oak Jewelers Credit Card,creditcardagreement_6818,FR059443614,Maintain
6819,358,Rogers Enterprises,Park Forest,IL,NA,FR059443614_R and H 0412,,,2012-06-30,Rogers & Hollands Jewelers Credit Card,creditcardagreement_6819,FR059443614,Maintain
6835,353,State Employees Credit Union (Maryland),Linthicum,MD,NCUA,097587190_creditcardagreement4,,,2012-06-30,Fixed Rate Card Agreement,creditcardagreement_6835,FR097587190,Maintain
6856,156,University of Kentucky Federal Credit Union,Lexington,KY,NCUA,623542990_June-2012 Agreement,,,2012-06-30,June 2012 Agreement,creditcardagreement_6856,FR623542990,Maintain
6868,173,WebBank,Salt Lake City,UT,FDIC,FR013254409_DFS,,,2012-06-30,Dell Preferred,creditcardagreement_6868,FR013254409,Maintain
6996,63,Whitney Bank,New Orleans,LA,OCC,WBAffinityClassic,,,2012-06-30,Affinity Classic Card,creditcardagreement_6996,FR006948103,Maintain
6997,63,Whitney Bank,New Orleans,LA,OCC,WBAffinityPlatinum,,,2012-06-30,Affinity Platinum Card,creditcardagreement_6997,FR006948103,Maintain
7009,196,Citibank NA,Las Vegas,NV,OCC,FR006983704_BrandSource Credit Card,,,2012-06-30,BrandSource Credit Card,creditcardagreement_7009,FR006983704,Maintain
7010,209,Aberdeen Proving Ground Federal Credit Union,Edgewood,MD,NCUA,APGFCU Visa Disclosure,,,2012-09-30,Visa Agreement,creditcardagreement_7010,FR069394450,Maintain
7071,404,AMERICAN SAVINGS BANK FSB,HONOLULU,HI,OCC,FR602311508_Visa Card Agreement 03-2012,,,2012-09-30,Visa Card Agreement,creditcardagreement_7071,FR602311508,Maintain
7073,28,Applied Bank,Wilmington,DE,FDIC,FR963962972_Agreement 2,,,2012-09-30,Agreement 2,creditcardagreement_7073,FR963962972,Maintain
7074,28,Applied Bank,Wilmington,DE,FDIC,FR963962972_Agreement 1,,,2012-09-30,Agreement 1,creditcardagreement_7074,FR963962972,Maintain
7080,253,Banco Popular North America,Rosemont,IL,FRS,Secured Card_CA,,,2012-09-30,Secured Card_CA,creditcardagreement_7080,FR068470236,Maintain
7081,253,Banco Popular North America,Rosemont,IL,FRS,Secured Card_Reg,,,2012-09-30,Secured Card_Reg,creditcardagreement_7081,FR068470236,Maintain
7082,253,Banco Popular North America,Rosemont,IL,FRS,SET Card - NY NJ,,,2012-09-30,SET Card - NY NJ,creditcardagreement_7082,FR068470236,Maintain
7083,253,Banco Popular North America,Rosemont,IL,FRS,Platinum CA,,,2012-09-30,Platinum CA,creditcardagreement_7083,FR068470236,Maintain
